,summonerName,championName,matchId,teamId,timePlayed,individualPosition,win,visionScore,assists,deaths,kills
0,smoooooch oAo,Taric,KR_5689457566,blue,2380,UTILITY,False,95,25,6,0
1,smoooooch oAo,Taric,KR_5687950681,red,2103,UTILITY,False,86,20,5,1
2,smoooooch oAo,Taric,KR_5687929624,blue,203,Invalid,False,1,0,0,0
3,smoooooch oAo,Taric,KR_5687877810,blue,1649,UTILITY,True,62,21,7,4
4,smoooooch oAo,JarvanIV,KR_5687885896,blue,1210,UTILITY,True,47,4,6,2
5,smoooooch oAo,Maokai,KR_5687819525,red,1608,UTILITY,False,51,7,10,1
6,smoooooch oAo,Sona,KR_5687785417,red,1557,UTILITY,False,44,10,8,1
