,id,chams,chams_point,play_count
0,Makise Kurisu yo,Rakan,5.548214285714286,4
1,Makise Kurisu yo,Morgana,2.986190476190476,12
2,Makise Kurisu yo,Karma,5.765856643356643,13
3,Makise Kurisu yo,Leona,3.652727272727273,11
4,Makise Kurisu yo,Nautilus,0.7714285714285715,1
5,Makise Kurisu yo,Braum,7.95,2
6,Makise Kurisu yo,Annie,8.60952380952381,3
7,Makise Kurisu yo,Lulu,6.133333333333333,3
8,Makise Kurisu yo,Alistar,1.5,1
