,id,chams,chams_point,play_count
0,지니0o0,Akshan,15.520714285714286,10
1,지니0o0,Irelia,9.2,1
2,지니0o0,Morgana,7.002207792207792,11
3,지니0o0,Lux,6.218777056277056,20
4,지니0o0,Sylas,22.727272727272727,1
5,지니0o0,Leblanc,13.666666666666666,1
