,id,chams,chams_point,play_count
0,안 헌,Nautilus,3.99286000763942,34
1,안 헌,Lux,9.303030303030303,3
2,안 헌,Karma,3.7817142857142856,5
3,안 헌,Rakan,5.050000000000001,2
