,id,chams,chams_point,play_count
0,최선을다해서하자,Braum,5.1000000000000005,1
1,최선을다해서하자,Karma,5.900408163265307,7
2,최선을다해서하자,Thresh,4.1605,5
3,최선을다해서하자,Leona,4.147202380952382,18
4,최선을다해서하자,Nautilus,4.544,5
5,최선을다해서하자,Rakan,9.691666666666665,3
6,최선을다해서하자,Yuumi,4.6033333333333335,9
7,최선을다해서하자,Lulu,16.3,1
8,최선을다해서하자,Jhin,3.571428571428571,1
