,id,chams,chams_point,play_count
0,lIllIIlIlIIIII,Xerath,9.059999999999999,2
1,lIllIIlIlIIIII,Morgana,4.017402597402598,26
2,lIllIIlIlIIIII,Soraka,4.1,1
3,lIllIIlIlIIIII,Lulu,13.1,4
4,lIllIIlIlIIIII,Nami,3.9466666666666668,3
5,lIllIIlIlIIIII,Blitzcrank,3.265,4
6,lIllIIlIlIIIII,Leona,4.550000000000001,1
7,lIllIIlIlIIIII,Gragas,1.6666666666666665,1
