,id,chams,chams_point,play_count
0,염 향,Blitzcrank,2.2375,1
1,염 향,Nami,4.6,1
2,염 향,Rell,4.235714285714286,2
3,염 향,Nautilus,4.34,1
4,염 향,Thresh,6.237500000000001,2
5,염 향,Ezreal,4.333333333333333,1
6,염 향,Kaisa,8.25,1
7,염 향,Yone,1.5714285714285714,1
8,염 향,Karma,6.3500000000000005,3
9,염 향,Lulu,4.442857142857143,1
10,염 향,Poppy,10.0,1
11,염 향,Leona,16.4,1
