,id,chams,chams_point,play_count
0,pOq,Ezreal,5.0,1
1,pOq,Morgana,7.795833333333333,6
2,pOq,Lux,12.59259259259259,3
3,pOq,Blitzcrank,4.010000000000001,3
4,pOq,Pyke,8.428571428571429,1
5,pOq,MissFortune,7.75,1
6,pOq,Lulu,2.25,1
