,id,chams,chams_point,play_count
0,ClearLove9,Shaco,7.1580714285714295,15
1,ClearLove9,Taliyah,3.5,2
2,ClearLove9,RekSai,7.0,1
3,ClearLove9,LeeSin,3.0,1
4,ClearLove9,Nunu,1.8333333333333335,1
