,id,chams,chams_point,play_count
0,강 카 넬,JarvanIV,7.25,2
1,강 카 넬,Talon,8.444444444444445,3
2,강 카 넬,Diana,10.0,2
3,강 카 넬,XinZhao,6.75,1
