,id,chams,chams_point,play_count
0,TOWERAMMA,Thresh,4.6789564007421145,14
1,TOWERAMMA,Yuumi,7.6933333333333325,15
2,TOWERAMMA,Morgana,9.5625,4
3,TOWERAMMA,Alistar,4.8,1
4,TOWERAMMA,Rakan,6.5,1
5,TOWERAMMA,Nautilus,1.225,1
6,TOWERAMMA,Leona,8.3,2
