,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,리나,시바,근거리딜러,급소 가격,할인 판매,거인 사냥꾼,SP다커 댄 블랙  레어,E 페르소나  유니크,하트 브레이커  레어,E 다크 어비스  유니크,E 블랙 나이트메어  유니크,S 킬링 댄스  유니크,킬힐 비프론즈  레어,절개의 비프론즈  레어,다크 스파클링   레어,리세스 스프린터  레어,데블 파이크   레어,스테민 터틀  레어,절개 임팩트  언커먼,레드 나이트메어  레어,SB칼날힐 데브  레어,데빌런-섀도우  레어,False,시바,62,11,4,3,48091,14113,103,131,21210,4260,42,48,919,76,517,149,0,faa5ff5973d5d78ffa9f9741409d5f8d2242f33e0789ec6db2885f593b26a552
